orderNo,transNo,memberId,dueLoanAmt,realLoanAmt,acctTempId,orderState,orderStatus,orderType,repaymentPeriod,periodType,bankName,successTime,successLogicDate,crtTime,updTime,remittanceType,UPDATE_DAY
TQYJK201808139iZd788U5T,XDCLB50AC6D26E454C2E828F2FC59F3C7A03,100667109,60000,60000,420002,99,2,1,1,1,建设银行,13AUG2018:13:25:02,13AUG2018,13AUG2018:13:24:48,13AUG2018:13:25:03,0,20181102
TQYJK20180813732nohpxG8,XDCLDD9915A5271B4A49A8850A6891CCDC17,100667109,160000,160000,420002,99,2,1,3,1,建设银行,13AUG2018:13:29:56,13AUG2018,13AUG2018:13:29:42,13AUG2018:13:29:56,0,20181102
TQYJK201808131HPmZzacQ3,,100994943,180000,180000,420003,2,0,1,3,2,交通银行,,,13AUG2018:14:22:06,,0,20181102
TQYJK20180813pyj5713L06,WZCL42B23A44180F40578107E08C53C979CB,100205018,100000,100000,420003,99,2,1,1,2,建设银行,13AUG2018:14:25:30,13AUG2018,13AUG2018:14:25:13,13AUG2018:14:25:31,0,20181102
TQYJK201808130ns9WOj68M,WZCL1CD4EECC03CB41799DAB083955592563,101637852,60000,60000,420003,99,2,1,1,2,建设银行,13AUG2018:14:47:50,13AUG2018,13AUG2018:14:47:24,13AUG2018:14:47:50,0,20181102
TQYJK20180813u7WS36ss22,XDCL56508F5442C0454D85A8E0C01F200E73,101481223,110000,110000,420002,99,2,1,1,1,中国银行,13AUG2018:15:01:51,13AUG2018,13AUG2018:15:01:37,13AUG2018:15:01:51,0,20181102
TQYJK20180813n1uD4tE02b,WZCL366406F4886E43BD9433970BB8C2FB4E,101220957,100000,100000,420003,99,2,1,1,2,农业银行,13AUG2018:16:37:04,13AUG2018,13AUG2018:16:35:33,13AUG2018:16:37:05,0,20181102
TQYJK20180813YEW8441825,WZCL2600244D49E0427EA4C997E782249B32,100994943,180000,180000,420003,99,2,1,3,2,交通银行,13AUG2018:16:45:10,13AUG2018,13AUG2018:16:44:43,13AUG2018:16:45:11,0,20181102
TQYJK20180813W01o97H8im,XDCLACFC64CA7B7147AA9C7D4C5FFF6999D5,10448764,560000,560000,420002,3,0,1,3,1,中国银行,,,13AUG2018:16:45:44,13AUG2018:16:45:50,0,20181102
TQYJK20180813wL95jC9yKV,XDCL49D51E2D0089418F9C3BE80A98211D4D,10448764,560000,560000,420002,3,3,1,3,1,中国银行,,,13AUG2018:16:47:42,13AUG2018:16:48:08,0,20181102
TQYJK20180813kK82Lk16B9,,10448764,560000,560000,420002,2,0,1,3,1,中国银行,,,13AUG2018:16:52:26,,0,20181102
TQYJK20180813B7A4z21057,XDCL5ACF2299DCD6438CA8AEFDAE819612D9,10448764,560000,560000,420002,3,0,1,3,1,中国银行,,,13AUG2018:16:52:35,13AUG2018:16:52:38,0,20181102
TQYJK201808137172Ey7A09,XDCL112E51DA46FC43F39CE97B8EC59DD696,102431879,110000,110000,420002,3,0,1,1,1,农业银行,,,13AUG2018:16:53:16,13AUG2018:16:53:22,0,20181102
TQYJK20180813dFP66840wp,XDCLF8E36A26C8804CBEABFA1F82721E96C5,10448764,560000,560000,420002,3,0,1,3,1,中国银行,,,13AUG2018:16:53:50,13AUG2018:16:53:53,0,20181102
TQYJK201808138c1f291R4z,XDCLD669EBAD82A64060B2E20349BFA9D060,102431879,110000,110000,420002,3,0,1,1,1,农业银行,,,13AUG2018:17:07:01,13AUG2018:17:07:06,0,20181102
TQYJK201808139nbu7AyHu0,XDCLE60C8FCD86B84F4C92ED86D0EC696612,102431879,110000,110000,420002,99,2,1,1,1,农业银行,13AUG2018:17:15:58,13AUG2018,13AUG2018:17:09:28,13AUG2018:17:15:58,0,20181102
TQYJK201808134o79rh0844,XDCL22A5934A3F0241D28123204D8FF5EBAB,100667109,150000,150000,420002,3,0,1,1,1,建设银行,,,13AUG2018:18:03:47,13AUG2018:18:03:52,0,20181102
TQYJK20180813b953xe05e7,XDCL2C824AF617BC41E38E35E9864F701FA9,100667109,150000,150000,420002,3,0,1,1,1,建设银行,,,13AUG2018:18:04:57,13AUG2018:18:05:01,0,20181102
TQYJK20180813342lYg8HJ2,XDCLC304F1F19D4243699651D57B470A2DF7,100667109,150000,150000,420002,3,0,1,1,1,建设银行,,,13AUG2018:18:06:10,13AUG2018:18:06:15,0,20181102
TQYJK201808132gRR8wf4o6,XDCL37EE91AF1555487CB474254459CF49B6,100667109,150000,150000,420002,99,2,1,1,1,建设银行,13AUG2018:18:08:02,13AUG2018,13AUG2018:18:07:48,13AUG2018:18:08:02,0,20181102
TQYJK20180813W99p3870s3,WZCL6C9889EA9E7A43CD89890E27ED67D262,103190934,190000,190000,420003,3,0,1,3,2,交通银行,,,13AUG2018:18:19:31,13AUG2018:18:19:36,0,20181102
TQYJK20180813erP9t6nMNa,WZCLFD8377E29EC34BDCB7FABD181EED913B,103119732,120000,120000,420003,99,2,1,1,2,农业银行,13AUG2018:18:25:52,13AUG2018,13AUG2018:18:25:34,13AUG2018:18:25:53,0,20181102
TQYJK20180813Hi1IJ3Jl3x,WZCLA11BA16472FB42F391F6A62969258A84,103190934,190000,190000,420003,99,2,1,3,2,交通银行,13AUG2018:18:45:59,13AUG2018,13AUG2018:18:45:32,13AUG2018:18:45:59,0,20181102
TQYJK20180813V3760yWIHk,XDCLA627DA9254774C8993A47BEE8D3A6D31,100840394,240000,240000,420002,3,0,1,3,1,工商银行,,,13AUG2018:19:15:52,13AUG2018:19:16:00,0,20181102
TQYJK201808137Mcdt3BXEV,XDCL4538808F27654026988188F10CD903DD,100840394,240000,240000,420002,3,0,1,3,1,工商银行,,,13AUG2018:19:16:57,13AUG2018:19:17:02,0,20181102
TQYJK20180813027S39021b,XDCL5A51ACFCA1844E87AE5021B9B36B8672,100840394,240000,240000,420002,3,0,1,3,1,工商银行,,,13AUG2018:19:18:48,13AUG2018:19:18:52,0,20181102
TQYJK20180813E0ls1Z74S7,XDCL679CE506BB324AB7AD21CCF275D0D0DE,100840394,240000,240000,420002,99,2,1,3,1,工商银行,13AUG2018:19:19:26,13AUG2018,13AUG2018:19:19:06,13AUG2018:19:19:27,0,20181102
TQYJK201808135SJ42U55I8,XDCLD4FA3300933B4BEDBA8B41FDD180EDF5,10448764,560000,560000,420002,99,2,1,3,1,中国银行,13AUG2018:19:24:26,13AUG2018,13AUG2018:19:24:02,13AUG2018:19:24:26,0,20181102
TQYJK20180813u8dqrxj5r5,XDCLBBDD3C5505B9441297C55DF3D89B9837,103221802,330000,330000,420002,99,2,1,1,1,中国建设银行,13AUG2018:21:47:43,13AUG2018,13AUG2018:21:47:20,13AUG2018:21:47:44,0,20181102
TQYJK2018081385665u9hZu,XDCLD1C72C3C2462483C8F0FC50D963286C8,101652502,130000,130000,420002,99,2,1,1,1,工商银行,13AUG2018:21:56:44,13AUG2018,13AUG2018:21:56:29,13AUG2018:21:56:45,0,20181102
TQYJK201808134utOmd95D0,XDCL7B2CC41C5FE3426ABC0F524BF8108C89,100005503,150000,150000,420002,99,2,1,1,1,招商银行,13AUG2018:22:12:15,13AUG2018,13AUG2018:22:11:52,13AUG2018:22:12:15,0,20181102
TQYJK20180814hbVY5HlC8C,XDCL47ACE753343F4BEFB1011D9FCA07A45B,104473293,260000,260000,420002,99,2,1,3,1,工商银行,14AUG2018:02:15:39,14AUG2018,14AUG2018:02:14:39,14AUG2018:02:15:39,0,20181102
TQYJK201808149FJV6710vo,XDCL11A9E74FDBCF459EBFCE98DEA04A01EA,101455017,130000,130000,420002,3,0,1,1,1,工商银行,,,14AUG2018:08:48:24,14AUG2018:08:48:29,0,20181102
TQYJK201808144Goq3415x2,XDCLAF9B8D1617234715971F94CD244C200D,101455017,130000,130000,420002,99,2,1,1,1,工商银行,14AUG2018:08:49:50,14AUG2018,14AUG2018:08:49:09,14AUG2018:08:49:50,0,20181102
TQYJK201808140m5juxX96x,XDCLA4FADBBC363644FE9CFB2DDC64FEED0A,102880354,440000,440000,420002,99,2,1,3,1,工商银行,14AUG2018:08:56:42,14AUG2018,14AUG2018:08:56:26,14AUG2018:08:56:42,0,20181102
TQYJK20180814A0GD6937EB,XDCL7339BED737CD4AB5945EE43D38620660,102451307,120000,120000,420002,3,0,1,1,1,招商银行,,,14AUG2018:09:16:37,14AUG2018:09:16:42,0,20181102
TQYJK201808146MKi4T83w5,XDCL1C458E6E4E424538A4825B32DCAE37E1,102451307,120000,120000,420002,99,2,1,1,1,招商银行,14AUG2018:09:17:13,14AUG2018,14AUG2018:09:16:56,14AUG2018:09:17:14,0,20181102
TQYJK2018081458R887O1Dw,WZCL1D46E9B2513B42E1B52CD8CEE249AA50,102706126,50000,50000,420003,99,2,1,1,2,工商银行,14AUG2018:09:36:22,14AUG2018,14AUG2018:09:36:05,14AUG2018:09:36:23,0,20181102
TQYJK201808142Ev6wv727G,WZCL9EB5B65D97C345A29FDF6FFCB466AFB3,103024915,500000,500000,420003,99,2,1,3,2,建设银行,14AUG2018:10:07:49,14AUG2018,14AUG2018:10:07:33,14AUG2018:10:07:50,0,20181102
TQYJK20180814xV9j157ey0,XDCL5E764781115D4EF680CA36F5F8A8026C,101929287,140000,140000,420002,2,3,1,1,1,农业银行,,,14AUG2018:10:59:55,14AUG2018:11:00:01,0,20181102
TQYJK20180814Jch8lW49iP,XDCLF741DF7C2C5E4FB88E659ABF1BA8CDE8,100058571,150000,150000,420002,99,2,1,1,1,招商银行,14AUG2018:11:01:33,14AUG2018,14AUG2018:11:01:12,14AUG2018:11:01:34,0,20181102
TQYJK201808148hSZnV4O6j,XDCLED08EEAA00B74DA5B358FB3155F93E60,101277218,70000,70000,420002,3,0,1,1,1,中信银行,,,14AUG2018:11:05:42,14AUG2018:11:05:46,0,20181102
TQYJK20180814nP27i4k6VP,,100032568,150000,0,,1,3,1,1,1,中国银行,,,14AUG2018:13:24:26,,,20181102
TQYJK201808143Iqp5894h9,,100032568,150000,0,,1,3,1,1,1,中国银行,,,14AUG2018:13:24:37,,,20181102
TQYJK201808142O87rHMkcY,,100032568,150000,0,,1,3,1,1,1,中国银行,,,14AUG2018:13:24:43,,,20181102
TQYJK2018081497H3r264H4,XDCL068CC35AC9AF4685B5849D28AB540C92,100032568,150000,150000,420002,99,2,1,1,1,中国银行,14AUG2018:13:25:34,14AUG2018,14AUG2018:13:25:03,14AUG2018:13:25:35,0,20181102
TQYJK20180814140Q04vK9a,XDCLAECB3CD5BEFC470A9F76A8EFE0040A63,104972600,140000,140000,420002,99,2,1,1,1,农业银行,14AUG2018:15:08:53,14AUG2018,14AUG2018:15:08:34,14AUG2018:15:08:53,0,20181102
TQYJK20180814Wo3451529s,XDCLBACAA4FF0DEC402A9B9B77D5BD3CFC02,104260360,100000,100000,420002,99,2,1,1,1,农业银行,14AUG2018:15:54:36,14AUG2018,14AUG2018:15:54:11,14AUG2018:15:54:36,0,20181102
TQYJK201808141ICxVQ58R0,XDCL0839029DD20644F3BB24B05B533A28A8,103222921,290000,290000,420002,99,2,1,3,1,中国银行,14AUG2018:17:03:04,14AUG2018,14AUG2018:17:02:46,14AUG2018:17:03:04,0,20181102
TQYJK201808142613u425n7,XDCL03F2B6F99599445B888443A35771C4CB,101025957,110000,110000,420002,99,2,1,1,1,建设银行,14AUG2018:17:16:45,14AUG2018,14AUG2018:17:16:18,14AUG2018:17:16:45,0,20181102
TQYJK2018081470G471vC03,XDCLFA70CF1CF1CE41EAB089919BF96DFD40,101338508,130000,130000,420002,99,2,1,1,1,建设银行,14AUG2018:17:21:21,14AUG2018,14AUG2018:17:21:01,14AUG2018:17:21:21,0,20181102
TQYJK20180814925cu4oqO7,XDCL4A5A6A2134124BBBBCE505F8F7459DFD,102702019,80000,80000,420002,99,2,1,1,1,交通银行,14AUG2018:19:03:01,14AUG2018,14AUG2018:19:02:42,14AUG2018:19:03:01,0,20181102
TQYJK201808144a1F04e0L8,XDCLEF23C56E4134408EA1985D123652535E,102517409,330000,330000,420002,99,2,1,3,1,招商银行,14AUG2018:19:44:19,14AUG2018,14AUG2018:19:44:01,14AUG2018:19:44:20,0,20181102
TQYJK20180814VM63q3lC6v,WZCLEB943FD32E5C4408A540857421D56A96,103800257,210000,210000,420003,99,2,1,6,2,建设银行,14AUG2018:22:02:20,14AUG2018,14AUG2018:22:01:34,14AUG2018:22:02:21,0,20181102
TQYJK20180814vtA8k138nc,XDCL91132A8607D246468E9762E0F9E68E20,10248828,140000,140000,420002,99,2,1,1,1,工商银行,14AUG2018:22:59:20,14AUG2018,14AUG2018:22:59:06,14AUG2018:22:59:20,0,20181102
TQYJK20180815h6789nb513,WZCLEBD14059B3CF41B080F55A30FB52B50F,103253566,50000,50000,420003,2,3,1,1,2,中国邮政储蓄银行,,,15AUG2018:01:16:09,15AUG2018:01:16:22,0,20181102
TQYJK20180815R1Qb7C7661,XDCL8CAE13ED836745918FB2CE3300D185CC,100768485,290000,290000,420002,99,2,1,1,1,民生银行,15AUG2018:08:07:34,15AUG2018,15AUG2018:08:07:21,15AUG2018:08:07:35,0,20181102
TQYJK201808155i92k26Wwf,WZCLB22135B0F0CB435AA411859BA126DD18,102486725,80000,80000,420003,99,2,1,1,2,农业银行,15AUG2018:09:26:06,15AUG2018,15AUG2018:09:25:51,15AUG2018:09:26:07,0,20181102
TQYJK2018081554MN122364,WZCLD34FEF797B774A418E52259B2C91A959,104674770,50000,50000,420003,99,2,1,1,2,工商银行,15AUG2018:11:02:12,15AUG2018,15AUG2018:11:01:45,15AUG2018:11:02:13,0,20181102
TQYJK2018081579ugbz4290,XDCL586F8B9679A3441093E22A3AA4E4C5E3,102559868,80000,80000,420002,99,2,1,1,1,农业银行,15AUG2018:11:10:28,15AUG2018,15AUG2018:11:10:03,15AUG2018:11:10:28,0,20181102
TQYJK201808151057wHaceV,XDCLD9BAF56EC42A44A4902EBE95ACC3DA3C,10166839,310000,310000,420002,99,2,1,3,1,民生银行,15AUG2018:11:41:59,15AUG2018,15AUG2018:11:41:39,15AUG2018:11:41:59,0,20181102
TQYJK20180815nVnVMJ5X87,XDCL13A2D0C46DF84C6ABB29FDA2B010804A,103427481,130000,130000,420002,99,2,1,1,1,农业银行,15AUG2018:12:35:35,15AUG2018,15AUG2018:12:35:23,15AUG2018:12:35:36,0,20181102
TQYJK201808152992dH82X2,XDCLFF7C3BEEB4A643828E0C3CA93DD570E2,104412202,60000,60000,420002,99,2,1,1,1,建设银行,15AUG2018:12:46:27,15AUG2018,15AUG2018:12:46:05,15AUG2018:12:46:27,0,20181102
TQYJK20180815iYhl994vAI,XDCL521D4489C3B4459DBDFE3B5D9EF52A83,101163772,490000,490000,420002,99,2,1,3,1,招商银行,15AUG2018:12:54:04,15AUG2018,15AUG2018:12:53:50,15AUG2018:12:54:04,0,20181102
TQYJK20180815zT38Rs7CxI,WZCL717A5784F088419D9435A268CDE15C0D,104989017,420000,420000,420005,7,4,1,12,2,中国邮政储蓄银行,15AUG2018:13:27:03,15AUG2018,15AUG2018:13:26:46,15AUG2018:13:30:02,0,20181102
TQYJK201808155iLf5t3361,WZCLFDAAC9A8E2004BB586B7D783470EDAC6,100687518,170000,170000,420003,99,2,1,3,2,工商银行,15AUG2018:13:37:10,15AUG2018,15AUG2018:13:36:49,15AUG2018:13:37:11,0,20181102
TQYJK20180815m253752M5e,XDCL8E21FC47E9B44A2F996CDBAA6BDD4581,104920584,150000,150000,420002,3,0,1,1,1,建设银行,,,15AUG2018:13:38:44,15AUG2018:13:38:49,0,20181102
TQYJK20180815kh0RXp7uv5,XDCLF35A8281908043CA99543F2652214759,104920584,150000,150000,420002,99,2,1,1,1,建设银行,15AUG2018:13:39:15,15AUG2018,15AUG2018:13:39:02,15AUG2018:13:39:16,0,20181102
TQYJK201808153W1c0n12NY,XDCLDCC1BDB329FE47C88B272EFD14B79E7F,101098284,300000,300000,420002,99,2,1,3,1,农业银行,15AUG2018:14:43:19,15AUG2018,15AUG2018:14:42:55,15AUG2018:14:43:20,0,20181102
TQYJK20180815rk112xW9Gv,XDCL727768A142874207B879882BBB04D9EA,100002481,100000,100000,420002,99,2,1,1,1,浦东发展银行,15AUG2018:15:12:25,15AUG2018,15AUG2018:15:12:03,15AUG2018:15:12:26,0,20181102
TQYJK20180815T976Nl0765,XDCL60190B13C2474A06AEF8DEA25637A68A,101973128,50000,50000,420002,99,2,1,1,1,工商银行,15AUG2018:16:05:11,15AUG2018,15AUG2018:16:04:33,15AUG2018:16:05:11,0,20181102
